开奖日期,期号,中奖号码,销售额(元),中奖注数一等奖,中奖注数二等奖,详细
2018-02-04,2018015,11  15  20  21  26  33  15,372995620,6  (蒙 浙 皖 桂..),172,
2018-02-01,2018014,09  12  20  24  28  31  07,341965074,17  (苏 鲁 鄂 粤..),103,
2018-01-30,2018013,06  08  13  15  22  33  06,338322260,9  (苏 赣 豫 粤..),99,
2018-01-28,2018012,11  12  13  19  26  28  12,367108128,8  (晋 沪 苏 鄂..),129,
2018-01-25,2018011,03  10  21  23  27  33  11,336871794,8  (晋 沪 皖 豫..),138,
2018-01-23,2018010,01  08  17  20  21  22  03,351327690,6  (京 辽 粤 渝..),71,
2018-01-21,2018009,05  10  17  23  26  32  07,384256808,17  (京 晋 苏 豫..),221,
2018-01-18,2018008,05  09  10  12  17  19  13,359785672,11  (京 辽 吉 鄂..),144,
2018-01-16,2018007,13  14  20  25  27  31  12,354279554,8  (冀 浙 鲁 鄂..),132,
2018-01-14,2018006,02  07  08  09  17  29  11,387617618,11  (京 辽 吉 沪..),172,
2018-01-11,2018005,02  20  21  28  31  33  06,354961030,1  (京),68,
2018-01-09,2018004,14  18  19  26  30  31  11,349304820,13  (吉 浙 鄂 粤..),55,
2018-01-07,2018003,01  14  16  17  20  31  04,388121442,5  (冀 晋 皖 鲁..),167,
2017-12-31,2017154,05  09  13  15  18  26  05,414241024,11  (冀 浙 皖 赣..),141,
2017-12-28,2017153,07  11  12  13  18  19  16,372349292,4  (京 晋 浙 鄂),165,
2017-12-26,2017152,06  10  23  25  26  29  05,367326916,8  (吉 浙 闽 鲁..),129,
2017-12-24,2017151,02  05  07  09  11  27  16,410102286,6  (辽 苏 皖 闽),171,
2017-12-21,2017150,06  14  19  20  21  23  08,382821120,9  (皖 鄂 粤 深圳..),82,
2017-12-19,2017149,05  08  15  20  27  30  13,389703152,67  (冀 蒙 辽 吉..),1126,
2017-12-17,2017148,04  07  11  14  29  32  12,419003890,18  (京 冀 蒙 辽..),274,
2017-12-14,2017147,03  07  20  21  25  31  14,397012632,3  (晋 沪 皖),131,
2017-12-12,2017146,01  19  25  26  27  33  10,409358700,21  (京 冀 吉 苏..),252,
2017-12-10,2017145,02  06  12  17  25  28  12,434698744,31  (冀 晋 蒙 辽..),458,
2017-12-07,2017144,03  14  16  20  31  32  09,394649686,8  (京 津 浙 赣..),54,
2017-12-05,2017143,04  06  09  14  20  29  14,383967718,13  (冀 辽 沪 鲁..),164,
2017-12-03,2017142,08  13  14  18  23  33  06,417715258,6  (晋 闽 赣 豫..),149,
2017-11-30,2017141,01  06  07  11  13  15  05,374075240,4  (苏 鲁 粤 陕),78,
2017-11-28,2017140,21  22  25  28  29  30  08,376479116,16  (京 蒙 苏 浙..),83,
2017-11-26,2017139,02  14  20  24  28  32  16,409744564,6  (晋 豫 粤 川..),92,
2017-11-23,2017138,01  17  24  28  32  33  02,377937674,6  (苏 浙 粤 渝..),79,
2017-11-21,2017137,05  10  20  23  26  31  03,376184186,7  (津 蒙 皖 桂..),146,
2017-11-14,2017134,04  05  11  14  28  32  04,365781644,13  (京 晋 蒙 吉..),99,
2017-11-12,2017133,06  15  17  18  23  30  11,400247724,7  (冀 辽 沪 鄂..),223,
2017-11-09,2017132,02  03  05  09  13  28  11,377852842,6  (京 浙 粤 桂..),139,
2017-11-07,2017131,01  07  10  11  26  27  11,367788616,25  (冀 辽 吉 沪..),131,
2017-11-05,2017130,05  13  14  23  25  31  02,401382016,5  (浙 皖 川),211,
2017-11-02,2017129,05  06  09  14  21  33  02,334351058,3  (晋 辽 桂),116,
2017-10-31,2017128,02  06  13  22  29  31  08,323872230,13  (津 辽 鲁 鄂..),111,
2017-10-29,2017127,14  15  21  24  27  32  12,351381232,4  (沪 苏 粤 甘),63,
2017-10-26,2017126,01  16  17  21  27  30  16,328800104,8  (浙 闽 滇),63,
2017-10-24,2017125,01  14  23  25  29  30  03,324821104,6  (沪 皖 鲁 粤..),133,
2017-10-22,2017124,02  06  11  26  28  29  03,352610564,8  (冀 沪 皖 闽..),126,
2017-10-19,2017123,04  05  06  11  21  31  10,327467830,16  (晋 蒙 沪 苏..),237,
2017-10-17,2017122,11  20  21  22  24  27  15,323216212,4  (苏 豫),52,
2017-10-15,2017121,11  18  19  22  24  32  07,344520506,5  (浙 闽 鄂 滇),136,
2017-10-12,2017120,08  10  15  19  23  28  16,319254526,5  (冀 辽 皖 川..),192,
2017-10-10,2017119,09  16  21  25  26  31  14,311293858,11  (冀 苏 浙 皖..),127,
2017-10-08,2017118,08  09  15  22  30  33  16,339910326,12  (浙 闽 豫 湘..),123,
2017-10-05,2017117,01  02  08  11  14  21  09,277103412,3  (鲁 粤 陕),53,
2017-09-28,2017114,06  12  13  15  18  26  13,321554260,4  (沪 鲁 鄂 深圳),89,
2017-09-26,2017113,04  06  16  27  29  33  05,316223542,4  (冀 辽 鲁),75,
2017-09-24,2017112,03  10  14  16  22  23  11,346255520,2  (粤 陕),76,
2017-09-21,2017111,05  10  17  19  29  32  12,317976914,16  (黑 苏 浙 闽..),99,
2017-09-19,2017110,01  03  12  15  19  23  14,316936062,3  (冀 皖 鄂),68,
2017-09-17,2017109,08  14  16  18  21  23  16,349302018,4  (黑 贵 滇),96,
2017-09-14,2017108,07  12  14  15  17  20  01,320774192,6  (晋 蒙 赣 鲁..),113,
2017-09-12,2017107,08  09  15  17  30  32  06,319335446,19  (京 沪 赣 粤..),202,
2017-09-10,2017106,12  15  20  25  27  31  02,346574690,4  (冀 吉 闽 湘),82,
2017-09-07,2017105,03  06  07  12  25  26  07,314223620,29  (冀 晋 辽 沪..),254,
2017-09-05,2017104,01  14  15  20  23  30  14,310263038,2  (黑 贵),93,
2017-09-03,2017103,01  21  23  25  31  33  01,347478996,9  (晋 鲁 湘 粤..),64,
2017-08-31,2017102,04  08  10  14  18  20  11,315963272,14  (京 冀 蒙 辽..),150,
2017-08-29,2017101,01  04  11  28  31  32  16,313219868,2  (粤 甘),51,
2017-08-27,2017100,04  07  08  18  23  24  02,343590604,16  (京 苏 浙 湘..),117,
2017-08-24,2017099,02  05  06  16  28  29  04,310565530,27  (津 冀 蒙 沪..),142,
2017-08-22,2017098,04  19  22  27  30  33  01,314009676,14  (辽 沪 苏 浙..),93,
2017-08-20,2017097,05  10  18  19  30  31  03,348913966,10  (冀 沪 浙 赣..),183,
2017-08-13,2017094,08  11  13  19  28  31  06,341689810,9  (吉 皖 豫 湘..),128,
2017-08-10,2017093,07  08  09  15  22  27  12,308248758,39  (苏 浙 皖 鲁..),238,
2017-08-08,2017092,10  18  19  29  32  33  09,308876342,4  (浙 豫),131,
2017-08-06,2017091,05  07  10  23  28  29  03,337138076,4  (鲁 滇 新),141,
2017-08-03,2017090,01  07  10  16  22  33  09,312174318,4  (津 鲁 滇),84,
2017-08-01,2017089,11  12  13  16  23  25  12,314842050,2  (辽 豫),69,
2017-07-30,2017088,07  09  18  22  23  29  06,346380162,10  (黑 沪 苏 皖..),406,
2017-07-27,2017087,03  06  13  14  19  28  06,316090948,13  (津 苏 皖 鲁..),105,
2017-07-25,2017086,03  05  06  13  20  22  07,313250840,5  (鲁 桂 滇),73,
2017-07-23,2017085,01  05  06  16  25  30  09,340676888,7  (浙 皖 赣 粤..),148,
2017-07-20,2017084,01  05  11  20  22  24  02,314750766,9  (蒙 辽 皖 鲁..),98,
2017-07-18,2017083,03  08  14  20  24  26  12,305712986,13  (冀 苏 赣 鄂..),161,
2017-07-16,2017082,14  18  21  25  28  29  10,340327376,9  (晋 辽 湘 桂..),120,
2017-07-13,2017081,03  05  14  25  26  30  05,311169340,4  (豫 宁),134,
2017-07-11,2017080,01  12  16  20  22  24  08,309113400,10  (蒙 辽 浙 皖..),103,
2017-07-09,2017079,03  07  14  23  25  27  08,338568770,5  (黑 浙 闽 鲁..),107,
2017-07-06,2017078,05  07  18  19  22  24  16,308678006,7  (沪 浙 鲁 粤..),160,
2017-07-04,2017077,01  02  04  15  17  22  14,310153396,4  (蒙 豫 鄂 贵),93,
2017-06-27,2017074,02  06  16  23  30  31  02,312167868,16  (京 辽 沪 苏..),548,
2017-06-25,2017073,03  06  16  23  26  30  14,347269730,9  (沪 皖 豫 深圳..),173,
2017-06-22,2017072,06  11  14  23  26  30  02,321195342,11  (京 辽 浙 闽..),94,
2017-06-20,2017071,02  03  06  14  31  32  03,322489468,4  (津 皖 粤),51,
2017-06-18,2017070,01  06  14  22  25  26  12,357559628,4  (黑 沪 浙 桂),92,
2017-06-15,2017069,02  11  12  23  29  31  05,326172358,3  (苏 赣 川),98,
2017-06-13,2017068,02  06  10  22  30  31  15,320912348,7  (冀 苏 浙 鄂),102,
2017-06-11,2017067,01  03  04  10  18  29  04,356270498,10  (冀 沪 苏 豫..),131,
2017-06-08,2017066,01  04  06  17  19  26  03,329821920,8  (辽 浙 湘 粤..),103,
2017-06-06,2017065,02  05  08  10  12  21  07,320800086,14  (津 辽 黑 苏..),181,
2017-06-04,2017064,02  10  16  22  24  28  15,351655222,5  (冀 粤 渝 川),158,
2017-06-01,2017063,12  16  20  22  25  31  04,307572084,4  (冀 桂 川),246,
2017-05-30,2017062,01  07  22  24  26  31  10,292747704,2  (辽 赣),50,
2017-05-28,2017061,06  07  12  20  26  27  11,327891234,22  (京 辽 吉 苏..),236,
2017-05-25,2017060,05  10  13  24  26  31  04,320553910,4  (京 浙 湘 滇),113,
2017-05-23,2017059,04  08  09  15  19  25  09,306145516,26  (京 冀 辽 黑..),222,
2017-05-21,2017058,01  09  13  22  28  32  11,338794650,8  (晋 浙 皖 鄂..),111,
2017-05-18,2017057,18  20  22  23  30  31  16,314697362,9  (冀 沪 皖 粤),71,
2017-05-11,2017054,02  03  09  23  28  33  08,315730948,2  (浙 粤),73,
2017-05-09,2017053,04  09  11  15  29  31  06,316559816,6  (闽 赣 湘 粤..),77,
2017-05-07,2017052,07  08  18  24  29  31  07,346847224,5  (皖 闽 豫 陕),182,
2017-05-04,2017051,02  05  09  15  24  25  11,315667040,10  (冀 晋 蒙 苏..),194,
2017-05-02,2017050,10  12  20  24  27  29  07,308163776,5  (苏 浙 皖 川),64,
2017-04-30,2017049,01  08  14  15  20  29  10,326777700,7  (鄂 桂 渝 甘),113,
2017-04-27,2017048,05  08  09  14  15  19  07,317465116,11  (吉 苏 浙 豫..),107,
2017-04-25,2017047,02  05  08  10  32  33  02,313845556,6  (京 冀 沪 粤..),181,
2017-04-23,2017046,04  13  14  23  26  32  10,348845228,6  (苏 豫 湘 深圳..),95,
2017-04-20,2017045,05  07  16  20  21  25  05,320562564,4  (辽 川 贵),99,
2017-04-18,2017044,08  16  19  21  31  32  06,318935018,15  (苏 闽 鲁 深圳..),81,
2017-04-16,2017043,08  13  16  23  27  31  08,348879160,4  (苏 浙 桂),170,
2017-04-13,2017042,01  02  04  07  10  23  04,326995938,8  (冀 辽 浙 深圳..),69,
2017-04-11,2017041,04  10  13  15  22  27  04,322450520,21  (蒙 浙 鲁 湘..),114,
2017-04-09,2017040,15  19  23  28  29  33  04,359413424,13  (冀 沪 浙 豫..),82,
2017-04-06,2017039,02  04  12  14  17  24  15,330405710,1  (苏),109,
2017-04-04,2017038,01  04  08  13  24  27  05,310673636,5  (辽 沪 豫),191,
2017-04-02,2017037,11  15  20  22  25  30  05,346434206,7  (黑 沪 苏 豫..),102,
2017-03-26,2017034,04  07  08  19  32  33  13,373962682,8  (冀 苏 赣 鄂..),146,
2017-03-23,2017033,05  07  15  20  23  30  15,346477046,12  (冀 黑 苏 闽..),205,
2017-03-21,2017032,05  08  15  24  27  31  11,346410188,63  (京 津 冀 蒙..),284,
2017-03-19,2017031,06  10  16  26  27  29  03,377406752,30  (京 冀 辽 黑..),344,
2017-03-16,2017030,01  07  09  20  23  30  02,350487064,5  (苏 陕 新),81,
2017-03-14,2017029,02  15  21  23  25  30  10,343011048,4  (黑 沪 浙 鲁),53,
2017-03-12,2017028,07  08  12  13  22  30  09,377657484,9  (津 沪 苏 赣..),152,
2017-03-09,2017027,02  04  11  14  27  30  05,344767540,3  (苏 豫 桂),76,
2017-03-07,2017026,03  10  12  19  27  30  08,338217710,30  (津 冀 辽 吉..),385,
2017-03-05,2017025,02  15  16  17  22  32  07,372684176,11  (冀 辽 苏 浙..),176,
2017-03-02,2017024,09  21  25  26  29  31  13,342020216,6  (鲁 粤 深圳 川..),120,
2017-02-28,2017023,01  03  04  11  18  22  14,337872226,3  (辽 鄂 川),108,
2017-02-26,2017022,02  06  15  16  18  32  15,370988738,4  (浙 豫 湘 滇),63,
2017-02-23,2017021,02  05  10  22  32  33  09,329896520,16  (冀 吉 苏 闽..),115,
2017-02-21,2017020,04  08  10  12  31  33  10,321450250,4  (沪 赣 粤),87,
2017-02-19,2017019,04  06  08  12  23  25  08,362828374,4  (京 浙 粤 滇),111,
2017-02-16,2017018,01  02  03  17  25  31  09,332385048,5  (豫 渝 川),91,
2017-02-14,2017017,03  07  08  10  22  23  12,329086094,5  (冀 黑 粤 桂..),120,
2017-02-07,2017014,06  08  18  20  23  31  13,307538720,5  (赣 豫 渝 滇),144,
2017-02-05,2017013,08  11  28  29  31  33  06,377878424,10  (吉 浙 皖 鲁..),99,
2017-01-26,2017012,10  11  14  15  16  24  07,329120186,9  (冀 辽 渝 陕),80,
2017-01-24,2017011,10  11  12  23  26  29  16,318019266,11  (冀 晋 鲁 湘..),229,
2017-01-22,2017010,05  08  19  25  28  30  07,350388682,30  (京 津 辽 黑..),231,
2017-01-19,2017009,02  06  08  09  15  29  14,318286702,9  (冀 辽 沪 豫..),145,
2017-01-17,2017008,07  13  15  27  28  29  13,318368112,10  (蒙 黑 沪 苏..),165,
2017-01-15,2017007,02  04  05  24  26  33  15,358098002,7  (冀 蒙 苏 闽..),62,
2017-01-12,2017006,02  04  08  26  29  33  08,327823184,4  (粤 琼),70,
2017-01-10,2017005,06  11  12  22  23  30  05,328457210,14  (京 冀 浙 闽..),204,
2017-01-08,2017004,05  13  17  26  27  30  07,361243290,18  (京 辽 沪 苏..),294,
2017-01-05,2017003,01  04  08  15  27  32  16,328263696,3  (晋 鲁 渝),80,
2017-01-03,2017002,15  19  23  24  25  32  03,333473696,4  (苏 浙 粤 滇),67,
2017-01-01,2017001,09  11  14  20  25  26  15,376155592,9  (津 吉 苏 闽..),184,
2016-12-29,2016153,07  09  16  24  25  29  06,342438226,5  (黑 苏 渝 甘),247,
2016-12-27,2016152,02  08  09  16  20  22  07,338973816,17  (蒙 辽 浙 鲁..),247,
2016-12-25,2016151,06  11  16  20  22  33  07,375311070,11  (冀 吉 苏 闽..),130,
2016-12-22,2016150,02  04  05  09  13  21  05,350741078,22  (京 辽 苏 豫..),140,
2016-12-15,2016147,04  14  18  28  31  32  12,341474648,5  (冀 沪 苏 粤..),113,
2016-12-13,2016146,03  07  15  16  17  23  10,344859752,8  (蒙 黑 苏 豫..),133,
2016-12-11,2016145,01  03  07  12  19  20  06,398955964,8  (京 浙 鲁 粤),157,
2016-12-08,2016144,04  10  12  27  32  33  05,372346108,14  (津 冀 蒙 皖..),86,
2016-12-06,2016143,06  09  23  24  25  33  13,378923738,5  (黑 沪 浙 深圳..),143,
2016-12-04,2016142,01  10  17  21  23  30  12,407120242,11  (黑 浙 闽 粤..),85,
2016-12-01,2016141,04  13  15  17  21  24  15,371798444,7  (苏 皖 豫 粤..),106,
2016-11-29,2016140,01  02  05  17  26  32  10,360447386,16  (浙 闽 赣 鲁..),84,
2016-11-27,2016139,01  06  19  26  28  30  03,395456724,5  (鄂 粤 琼 渝..),94,
2016-11-24,2016138,07  16  20  24  25  30  07,350229764,12  (京 辽 闽 湘..),160,
2016-11-22,2016137,01  06  09  10  15  32  14,339962622,4  (闽 粤 渝 宁),90,
2016-11-20,2016136,02  07  10  20  27  29  03,396457052,8  (京 辽 沪 鄂..),117,
2016-11-17,2016135,02  08  10  18  20  33  12,353219786,24  (京 冀 苏 浙..),172,
2016-11-15,2016134,11  12  13  14  18  33  13,356409344,8  (吉 沪 浙 粤..),107,
2016-11-13,2016133,15  16  21  22  27  33  15,397601552,26  (冀 苏 鲁 豫..),242,
2016-11-10,2016132,05  08  13  19  27  28  07,349399364,37  (津 冀 辽 黑..),358,
2016-11-08,2016131,04  10  18  19  25  27  02,341425796,4  (冀 苏 皖 新),112,
2016-11-06,2016130,03  17  21  23  27  28  01,389013348,8  (京 苏 浙 闽..),88,
2016-10-30,2016127,07  12  17  26  29  31  16,377635784,3  (冀 鲁 琼),127,
2016-10-27,2016126,02  06  12  17  18  19  10,347402822,4  (浙 鲁 豫 宁),182,
2016-10-25,2016125,01  06  08  20  27  30  03,346147358,10  (辽 浙 赣 豫..),94,
2016-10-23,2016124,09  15  21  24  27  32  10,370331346,5  (鲁 鄂 滇 藏..),120,
2016-10-20,2016123,07  09  12  14  20  27  16,305299416,3  (沪 桂 渝),191,
2016-10-18,2016122,15  22  23  24  28  29  08,305059324,6  (浙 皖 湘 粤..),96,
2016-10-16,2016121,02  03  10  23  25  28  09,340006950,5  (吉 苏 鲁 湘..),106,
2016-10-13,2016120,02  05  06  21  25  28  09,309329228,6  (京 蒙 辽 沪..),139,
2016-10-11,2016119,09  19  21  30  31  32  04,302415052,4  (冀 蒙 浙 皖),353,
2016-10-09,2016118,09  14  22  23  31  33  14,338792784,4  (黑 沪 浙 皖),97,
2016-10-06,2016117,03  10  14  17  28  33  02,281128494,12  (京 蒙 沪 皖..),167,
2016-10-04,2016116,07  18  20  23  27  31  13,268669114,6  (苏 鄂 渝 甘),52,
2016-10-02,2016115,06  08  20  22  26  27  09,307770194,13  (辽 吉 苏 浙..),62,
